name,norad_id,uplink,downlink,beacon,mode,callsign,status,satnogs_id
SMOG-1,47964,,437.345,437.345,2GMSK CW,,active,AGJP-1224-9255-0586-8359
SMOG-P,44832,,437.150,,12.5kbps GMSK,,active,NVJW-1778-4425-6707-0234
SNIPE-A,56749,,435.450,,4800bps MSK_AX.100_Mode 5,,active,AYLO-6910-6407-3496-4588
SNIPE-B,56745,,436.000,,4800bps MSK_AX.100_Mode 5,,active,KZDM-2447-6592-4881-9320
SNIPE-C,56746,,436950.,,4800bps MSK_AX.100_Mode 5,,inactive,
SNIPE-D,56744,,437.800,,4800bps MSK_AX.100_Mode 5,,active,EOVQ-9559-0511-0103-2591
SNoOPI,59561,,,,P-band,,non-amateur,
SNUGLITE,43784,,437.275/2405.000,,9600bps GMSK,,inactive,SVDW-0245-3507-2344-8404
SNUGLITE-II,52899,,436.490/2405.000,,1k2 BPSK 9k6* GMSK,DS0DH,inactive,YFNZ-9504-4902-9033-1722
SNUSAT-1,42733,,436.090,,1200bps BPSK,ON02KR,re-entered,LHYF-3933-5575-0836-4134
SNUSAT-2,43782,,437.625/2402.000,,9k6 BPSK/1.06Mbit DQPSK,,inactive,XMWA-7479-5747-5343-7120
SNUSAT-1b,42727,,435.950,,1200bps BPSK,ON03KR,re-entered,UQHD-7887-7423-9441-4796
SOAR,48851,,401.723,,,,re-entered,WGLD-4065-3704-6772-2147
SOC-i,,,437.125,,4800bps GMSK,,unknown,
Sokrat,44404,,436.000,,4800bps mobitex GMSK,,active,IPTZ-9488-2539-2078-1418
SOCRATES,39768,,,,,,non-amateur,
SOCRATES,,,914.700,,,,unknown,
SOHLA-1,33496,,437.505,437.505,1200bps AFSK CW,JL3YUS,inactive,
SOMP,39134,,437.485,437.503,1200bps AFSK CW*,DP0TUD,active,FVYN-9469-5031-2236-7972
SOMP-2,42701,,437.405,,9600bps GMSK,,re-entered,KAYD-6826-9650-6277-6779
SOMP-2B,47445,,435.600,,9600bps GMSK,DP2TUD,active,CNSB-9144-5783-1816-8289
SONATE,44400,,145.840*/437.025,,9k6GMSK SSTV*,,unknown,RIHL-0447-5306-4769-4350
SONATE-2,59112,145.825,145.880/437.025*,145.840,1k2AFSK/9k6*GMSK APRS SSTV CW,,active,PBTZ-3525-0189-2410-5216
SORTIE,45264,450.000,468.000,,,,re-entered,
SO-33,25509,,437.910,,9600bps FSK,SEDSAT-1,inactive,
SO-35,25636,436.291,145.825/2250.000,,9600bps FM,SUNSAT-3,inactive,
SO-41,26545,,436.775,,9600bps FSK,SASAT1-11 12,inactive,
SO-42,26549,,436.075,,9600bps FSK,SASAT2-11 12,inactive,
SO-43,26929,,,145.820,9600bps FSK,STRSHN,re-entered,
SO-50,27607,145.850,436.795,,FM* tone 67.0Hz,,active,IRES-5964-9687-1982-0089
SO-67,35870,145.875,435.345,435.300,FM tone 233.6Hz,,inactive,
SO-114,51081,145.875,436.666,436.666,1k2/2k4 AFSK APRS FM CW*,AM5SAT,re-entered,SNOW-5949-8363-0807-9869
SO-115,51080,145.925,436.888,436.888,1k2/2k4 AFSK FM APRS CW,AM6SAT,re-entered,UIZJ-0247-0160-9463-5148
SO-120,56992,145.925/145.975,436.888,436.888,1k2/2k4 AFSK APRS FM CW,AO4URE,unknown,UDZO-6677-3907-8516-6750
SO-121,58567,145.875,436.666,436.666,50*/300/1k2-9k6 FSK FM CW,,active,KDPU-1823-6370-5846-1492
SPACEANT-D,58290,,437.425,,1200bps GFSK,,inactive,
SpaceCube,42717,145.860,436.880,,1200bps AFSK FM,ON05FR,re-entered,HJRR-9275-8249-4532-6532
Spacegus,56187,,402.790,,,,unknown,
SPACEHAUC-1,49277,,437.500,,9600bps FSK,,re-entered,
SpaceTuna-1,54537,,,,Blue LED,,unknown,
SPACEVAN,58295,,2271.750/2288.500,,FM,,inactive,KRWU-0654-8962-9038-6960
SPARTAN,48912,,400.360,,9600bps GFSK,,inactive,UBOY-6066-4647-0497-6247
Sparrow,43881,437.325,435.525/435.700*,,4k8*/9k6 GMSK,DP1GOS,active,QTXY-8933-7836-7484-6250
SPATIUM-I,43638,,401.000/467.000,,,,re-entered,
SpeiSat,56991,,437.500,,9k6 GMSK,SPEIST,active,RINJ-3108-9789-8075-5047
SpinSat,40314,,437.230,,9600bps GFSK,,inactive,
SPiN-1,52743,,401.000,,9600bps GFSK,,inactive,
SPIP,,,,,,,unknown,
SpIRIT,58468,,401.895,,9600bps FSK,,active,QFRO-8807-8086-2793-1420
SPOC,46921,,437.350/2401.300,,9k6 GMSK/2Mbps QPSK,MOCI-1,re-entered,KROC-3175-5052-8413-5802
SpooQy-1,44332,,435.300/436.200*/437.500,,4k8/9k6* GMSK,,re-entered,CTBA-1366-4412-2214-9843
SporeSat,39681,,2401.200-2431.200,437.100,1200bps AFSK,,unknown,
SPORT,55129,,400.860,,1k2/9k6* BPSK,SPORT,re-entered,VUIJ-4442-3257-2619-1322
Sprites,,,437.240/437.325,,125bps MSK,,unknown,
Sprites,,,437.240,,CDMA,,re-entered,
SPROUT,39770,,437.525,437.525,1k2AFSK 9k6GMSK CW*,JQ1ZJQ,re-entered,EGOY-0622-3973-5317-4250
SPROUT,39770,437.600,437.600,,Digipeater Digitalker SSTV,,re-entered,EGOY-0622-3973-5317-4250
SRMSAT,37841,145.900,437.500,437.425,CW,,inactive,RSRT-1057-1646-8612-1423
SR-0,60455,,437.400,,1k2*/9k6 FSK LoRa,SPRKD0,unknown,WZIT-9333-7102-4860-3049
SSETI,28894,,437.250,,9600bps FSK,SSETI1,inactive,
SSIETSAT,47717,,436.000,,LoRa,,re-entered,
SSS-2B,56184,,435.800,,9k6 GMSK,YM2RTU,active,UHCZ-3181-8745-4096-1978
STACEM,,,,,,,failure,
StangSat,,,,,,,unknown,
Star-Vibe,55009,,437.025,,4k8*/9k6GMSK,OM9GRB,active,LSZR-8461-9828-5431-6212
STARS-mother,33498,,437.485,437.305,1200bps FM CW*,JR5YBN,active,RCSI-2248-9538-7513-4618
STARS-daughter,33498,,437.465,437.275,1200bps FM CW*,JR5YBO,active,RCSI-2248-9538-7513-4618
STARS-AO,43679,,437.400*/437.200,437.350,1k2*AFSK 115kGMSK CW,JJ2YSY,inactive,VBFH-2959-0036-6917-5389
STARS-C-mother,41895,,437.405,437.245,1200bps FM CW,JJ2YPL,re-entered,ATQK-6596-4093-8198-8140
STARS-C-daughter,41895,,437.425,437.255,1200bps FM CW,JJ2YPM,re-entered,ATQK-6596-4093-8198-8140
STARS-EC(A),47928,,437.405/437.200,437.245,115k2 CW,JJ2YVA,re-entered,ZPWZ-3490-2583-2762-0355
STARS-EC(B),47928,,437.425/437.200,437.255,115k2 CW,JJ2YVB,re-entered,ZPWZ-3490-2583-2762-0355
STARS-EC(C),47928,,437.400/437.200,437.350,115k2 CW,JJ2YVC,re-entered,ZPWZ-3490-2583-2762-0355
STARS-II-mother,39579,,437.405,437.245,1200bps AFSK CW,JR5YDX,re-entered,
STARS-II-daughter,39579,,437.425,437.255,1200bps AFSK CW,JR5YDY,re-entered,
STARS-Me-mother,43640,,437.405,437.245,1k2AFSK 9k6GMSK CW,JJ2YPL,re-entered,GMXL-7215-1950-4661-9393
STARS-Me-daughter,43640,,437.425,437.255,1k2AFSK 9k6GMSK CW,JJ2YPM,re-entered,GMXL-7215-1950-4661-9393
STECCO,47962,,435.800,,9600bps FSK,,re-entered,NXHR-3367-8898-2473-4896
STEP CubeLab,43138,,437.485,437.485,9600bps FSK CW*,,re-entered,KSZD-6429-1027-3362-8216
STEP CubeLab-II,52897,,437.485,,9600bps GMSK,STEP2,active,ODFG-1778-1250-1047-4122
STMSat-1,41476,,437.000/437.800,,9600bps GMSK SSTV,,re-entered,DEWF-1046-6893-9152-7508
STORK-1,51087,,401.100,,FM,,inactive,
STORK-2,51088,,401.100,,FM,,inactive,
STORK-3,51098,,401.100,,9600bps FSK,,re-entered,JWSU-6284-1667-7528-7658
STORK-4,48873,,401.100,,9600bps FSK,,re-entered,SOCA-5161-9322-1594-4795
STORK-5,48872,,401.100,,9600bps FSK,,re-entered,HZZT-8310-6183-6672-9088
STRaND-1,39090,,437.568,,9600bps GMSK,,active,IFDT-2351-8184-5400-1710
StratoSat-TK1,57167,,435.870,,9k6 GMSK,RS52S,active,BQFG-5755-4293-7808-3570
StratoSat-TK1-A,57322,,,435.060,CW 20,RS45S,unknown,TPFJ-8515-0586-8488-7013
StratoSat-TK1-B,57323,,435.260,,9k6 FSK LoRa,,unknown,KANX-6033-2616-0861-1048
StratoSat-TK1-C,57324,,435.260,,9k6 FSK LoRa,,unknown,IIPF-8054-8479-1405-9998
StratoSat-TK1-D,57325,,435.260,,9k6 FSK LoRa,,unknown,HDIN-9074-4089-8994-4974
StratoSat-TK1-E,57326,,435.260,,9k6 FSK LoRa,,unknown,LHKG-2370-4970-1896-6067
StratoSat-TK1-F,57327,,435.260,,9k6 FSK LoRa,,unknown,XCGJ-2096-8947-1485-0184
StratoSat-TK1 picosat-B,57200,,436.260,,LoRa,RS52SB,active,ZWQX-0507-9428-9365-8363
StratoSat-TK1 picosat-D,57208,,436.260,,LoRa,RS52SD,unknown,BTMY-6498-5817-1415-4137
StratoSat-TK1 picosat-E,57176,,436.260,,LoRa,RS52SE,active,NRAD-4746-6573-1238-7533
StratoSat-TK1 picosat-G,57170,,436.260,,LoRa,RS52SG,unknown,
StratoSat-TK1 picosat-V,57169,,436.260,,LoRa,RS52SV,active,
StudSat,36796,437.505,437.505,437.861,9600bps FSK CW,,inactive,
STU-1,,,2402.000-2445.000,436.360,9600bps GMSK,,failure,
SUCHAI,42788,,437.229,437.229,CW,SUCHAI,re-entered,XCWN-8187-6747-4526-7766
SUCHAI-2,52192,,437.230,,4800bps FSK,,re-entered,RXEQ-8793-1241-5795-9118
SUCHAI-3,52191,,437.250,,4800bps FSK,,re-entered,PEQB-0269-2580-9928-0398
SuitSat-1,28933,,145.990,,FM,,unknown,
SuitSat-2,37772,435.742-435.758,145.938-145.922,145.919,FM linear/inverting,,re-entered,
SuitSat-2,37772,,145.950,,FM SSTV Telemetry,,re-entered,
SuitSat-2,37772,,145.918,145.919,BPSK-1000/CW,RS01S,re-entered,
SuitSat-2,37772,,145.939,145.939,BPSK-400/CW,,re-entered,
SumbandilaSat,35870,145.875,435.345,435.300,FM tone 233.6Hz,,inactive,
Suomi-100,43804,,437.775/2410.000,,9600bps FSK,,active,MUVJ-0454-0662-1172-2559
SUPERDOVE-003,,,2246.000,,FM,,inactive,
Supernova-Beta,,,437.570,,1200bps AFSK,,failure,
SurfSat,43614,,437.275,,9600bps FSK,,re-entered,GJWI-0355-3023-2147-0500
Surveillance,,,400.130/436.550,,LoRa,,unknown,
SuryaSatellite-1,55181,145.825,145.825,435.825,1k2AFSK APRS CW,YH1SSS,re-entered,
SUSat,42730,,436.775,,9600bps FSK,,re-entered,XRUL-9238-9871-5557-2420
Svyatobor-1,57187,,437.875,,2k4/4k8*/9k6 GMSK_USP,,active,LWVG-4743-3629-4474-1375
SwampSat,39402,,437.385,,9600bps FSK,,re-entered,KSZC-6848-0487-5505-8533
SwampSat-2,45115,,145.875/436.600*/2432.000,,9k6 GMSK/3Mbps QPSK,WK2XID,re-entered,YEMP-9986-5415-9633-0192
Swayam COEP,41607,,437.025,437.025,1200bps BPSK CW,SWAYAM,inactive,NDDG-3248-5025-3295-9667
Swiatowid,44426,436.000,145.850/435.500*/2435.000,,1k2*AFSK/9k6GFSK,SR9SAT-6,re-entered,WNFU-3656-0141-2047-7780
SW1FT,50993,,401.025,,FM,,inactive,EAHI-9090-2555-3685-8378
SwissCube-1,35932,,437.505,437.505,1200*bps FSK CW,HB9EG1,inactive,BTIX-5441-6034-5221-2014
SWSU-55 No1,53305,,437.050/437.050,,1k145 AFSK SSTV AUDIO,RS10S,re-entered,
SWSU-55 No2,53305,,437.050/437.062,,1k145 AFSK SSTV AUDIO,RS11S,re-entered,
SWSU-55 No3,53309,,437.050/437.075,,1k145 AFSK SSTV AUDIO,RS1S,re-entered,
SWSU-55 No4,53307,,437.050/437.082,,1k145 AFSK SSTV AUDIO,RS2S,re-entered,
SWSU-55 No5,53308,,437.050/437.100,,1k145 AFSK SSTV AUDIO,RS3S,re-entered,
SWSU-55 No6,53306,,437.050/437.087,,1k145 AFSK SSTV AUDIO,RS4S,re-entered,
SWSU-55 No7,53310,,437.050/437.1125,,1k145 AFSK SSTV AUDIO,RS5S,re-entered,
SWSU-55 No8,53311,,437.050/437.000,,1k145 AFSK SSTV AUDIO,RS6S,re-entered,
SWSU-60,61787,,437.050,,1135bps AFSK,RS41S,unknown,
SXC3-212,53374,,437.550,,2k4/4k8*GMSK_USP,RS32S,re-entered,HKXU-1877-4030-6508-9166
SXC3-213,53383,,435.570,,2400bps GMSK_USP,RS21S,re-entered,KILB-3720-6406-0699-8042
SXC3-214,53377,,437.900,,2400bps GMSK_USP,RS28S,re-entered,OTLB-3496-1811-8002-0742
SXC3-215,53386,,437.800,,2400bps GMSK_USP,RS33S,re-entered,UPJA-6543-4153-4055-9244
SXC3-216,53376,,435.670,,2k4/4k8*GMSK_USP,RS23S,active,YOQT-9019-0118-9280-5437
SXC3-217,53384,,437.750,,2k4/4k8*GMSK_USP,RS30S,re-entered,TSYE-5592-5507-8880-3661
SXC3-218,53375,,437.700,,2400bps GMSK_USP,RS34S,re-entered,XXDG-8589-5393-3222-5405
SXC3-219,53381,,437.650,,2k4/4k8*GMSK_USP,RS19S,re-entered,BFTX-5845-5159-6971-7200
SXC3-2110,53373,,436.050,,2400bps GMSK_USP,RS29S,re-entered,YYOS-0902-7582-8175-2841
SXC3-2111,53382,,435.380,,2k4/9k6*/19k2 GMSK_USP,RS8S,re-entered,EUTM-6475-4739-7036-7152
S-NetA,43188,,435.950/2263.000,,1k2*/2k4 FFSK,DP0TBB,active,MCHL-8693-9902-0813-2147
S-NetB,43187,,435.950/2263.000,,1k2*/2k4 FFSK,DP0TBC,inactive,EFAY-8089-9221-6385-2409
S-NetC,43189,,435.950/2263.000,,1k2*/2k4 FFSK,DP0TBD,inactive,GRBF-7624-2517-1207-4873
S-NetD,43186,,435.950/2263.000,,1k2*/2k4 FFSK,DP0TBE,inactive,XPSM-2524-2392-8428-5297
TabletSat-Aurora,40017,,435.550/436.100,437.050,9600bps GMSK D-STAR,,inactive,CLOQ-0995-4096-9502-6975
Taifa-1,56209,,400.360,,9k6 GMSK,,unknown,
Taka,54534,,145.825/435.375,435.375,4800bps GMSK APRS CW,,inactive,
Tancredo-1,41391,,437.200,437.200,1200bps AFSK CW,PY0ETA,re-entered,
TANSTAAFL-2,,,2282.500,,13k1_QPSK,,unknown,
Tanusha-SWSU-1,42911,,437.050,145.800,9600bps FSK Voice,RS6S,re-entered,
Tanusha-SWSU-2,42912,,437.050,145.800,9600bps FSK Voice,RS7S,re-entered,
Tanusha-SWSU-3,43597,,437.050,,1200bps AFSK Voice,RS8S,re-entered,DYGX-2292-8178-2790-2062
Tanusha-SWSU-4,43598,,437.050,,1200bps AFSK Voice,RS9S,re-entered,PGHZ-9811-8576-7503-9559
TARGIT,51440,,437.285,,9k6 FSK*/MSK/GFSK/GMSK,T4RG1T,re-entered,
TartanArtibeus-1,51078,,401.820,,9600bps FSK,,inactive,
Taurus-1,44530,145.820,436.760,435.840,9600bps BPSK FM,,inactive,EJQU-9911-5613-4301-2109
Tausat-1,47926,,436.400,436.400,9600bps BPSK CW,TAUSAT-1,re-entered,XTLW-5364-9797-7013-2656
Tausat-2,55073,,436.400,,9600bps BPSK,TAUSAT-2,active,JRGY-1674-7223-5551-1972
TBEx-A,44356,,437.485,,9600bps GMSK,KF6RFX,re-entered,PYOC-7373-5476-5036-0283
TBEx-B,44359,,437.485,,9600bps GMSK,KF6RFX,re-entered,PHAW-0441-2366-3085-1098
TechEdSat-1,38854,,437.465,437.465,1200bps FM CW,KJ6TVO,re-entered,
TechEdSat-2,39143,,,,,,re-entered,
TechEdSat-3,39415,,437.465,437.465,1200bps FM CW,,re-entered,
TechEdSat-4,40455,,,,,,re-entered,
TechEdSat-5,42066,,,,,,re-entered,
TechEdSat-6,43026,,,,,,re-entered,
TechEdSat-7,47312,,,,,,re-entered,
TechEdSat-8,44032,,,,,,re-entered,
TechEdSat-9,,,,,,,to be launched,
TechEdSat-10,45917,,,,,,re-entered,
TechEdSat-11,60205,,401.875/437.465/2280.000,,1200bps FM,,unknown,
TechEdSat-12,,,,,,,to be launched,
TechEdSat-13,51095,,,,,,re-entered,
TechEdSat-14,,,,,,,unknown,
TechEdSat-15,53957,,,,,,re-entered,
TechnoSat,42829,,435.950,435.950,4k8*/9k6 GMSK CW,DP0TBA,inactive,WFVU-6936-7309-8185-5747
TechSat-1B,25397,145.850/145.930,435.225*/435.325,,9600bps FSK,4XTECH-11 12,active,FCHF-0545-3706-3789-8061
TeikyoSat-3,39576,,437.450,437.450,1200bps AFSK CW,JQ1ZKM,re-entered,
TeikyoSat-4,49396,,437.450/5831.000,437.450,1k2AFSK/9k6GMSK/115k2FSK CW*,JS1YHH,active,UYHX-6974-4483-5549-8559
Ten-Koh,43677,,437.390,437.390,1k2AFSK 9k6* GMSK CW WSJT,JG6YKY,inactive,ILWB-0355-7294-3027-0757
Ten-Koh2,,145.895-145.935,435.875-435.915,435.895,4k8-38k4_GMSK 38k4_4FSK Digitalker,,to be launched,
Ten-Koh2,,145.895-145.935,435.875-435.915,5839.000,CW,,to be launched,
TEPCE-1/2,,,,,,,unknown,
TetherSat,,,437.100/437.305,,9600bps GFSK,,inactive,
Tevel-1,51013,145.970,436.400,,9600bps BPSK* FM,T1OFK,inactive,LGQA-5372-5302-5624-9737
Tevel-2,51069,145.970,436.400,,9600bps BPSK FM*,T2YRC,inactive,GZOH-6912-3361-0211-8264
Tevel-3,50988,145.970,436.400,,9600bps BPSK FM*,T3TYB,inactive,LEAV-8991-5988-2220-6884
Tevel-4,51063,145.970,436.400,,9600bps BPSK FM*,T4ATA,inactive,MVWM-0813-4348-1031-3202
Tevel-5,50998,145.970,436.400,,9600bps BPSK FM*,T5SNG,re-entered,XOQX-0661-7847-8651-9310
Tevel-6,50999,145.970,436.400,,9600bps BPSK FM*,T6NZR,re-entered,GBIO-3212-0773-4759-1903
Tevel-7,51062,145.970,436.400,,9600bps BPSK FM*,T7ADM,inactive,CIFL-5741-4177-0610-3533
Tevel-8,50989,145.970,436.400,,9600bps BPSK* FM,T8GBS,inactive,VNEP-7767-9055-3195-4316
Thybolt-1,54363,,436.175,435.360,4k8/9k6 FSK CW*,THY01,active,WQPT-3457-5126-1772-6682
Thybolt-2,54364,,436.175,435.360,4k8/9k6 FSK CW*,THY02,active,FBWZ-9594-5872-5644-3969
TIANHE,48274,435.06839,145.98723,,FM,,unknown,AYDR-6527-9294-8555-4924
TIANHE,48274,145.850,145.985,,NFM Crew Voice,,unknown,AYDR-6527-9294-8555-4924
TIANHE,48274,435.050,436.510,,NFM Crew Voice,,unknown,AYDR-6527-9294-8555-4924
TIANHE,48274,145.875,436.510,,NFM Repeater,,unknown,AYDR-6527-9294-8555-4924
TIANHE,48274,435.075,145.985,,NFM Repeater,,unknown,AYDR-6527-9294-8555-4924
TIANHE,48274,145.825,145.825,,1k2_AFSK Digipeater,,unknown,AYDR-6527-9294-8555-4924
TIANHE,48274,437.550,437.550,,1k2_AFSK Digipeater,,unknown,AYDR-6527-9294-8555-4924
TIANHE,48274,145.850,145.985,,SSTV Imaging,,unknown,AYDR-6527-9294-8555-4924
TIANHE,48274,435.050,436.510,,SSTV Imaging,,unknown,AYDR-6527-9294-8555-4924
TIANQIN-1,44881,435.270-435.290,145.935-145.915,,SSB*,,inactive,VMQF-4924-7475-1891-3199
TIANQIN-1,44881,,145.890,,4800bps GMSK,BJ1SO,inactive,VMQF-4924-7475-1891-3199
TIANQIN-1,44881,,145.910,145.910,CW,BJ1SV,active,VMQF-4924-7475-1891-3199
Tianqi-4B,44841,,401.612,,FM,,re-entered,IBIG-4790-2209-6495-5567
Tianwang-1A,40928,,435.645,,4k8*/9k6 GMSK,,re-entered,YQXC-7549-6593-3361-1643
Tianwang-1B,40927,,437.645,,4k8*/9k6 GMSK,,re-entered,ENOX-9963-2931-2366-2925
Tianwang-1C,40926,,435.645,,4k8*/9k6 GMSK,,re-entered,XHVR-2136-6377-5531-7206
Tianyi-1,41842,,437.500/437.525,2401.600,9600bps GMSK,,unknown,
Tianyi-2,43155,435.350/2403.000/5653.000,435.350*/2403.000/5833.000,,9k6 GMSK/5Mbps OFDM,,active,RQIQ-3113-9381-2241-7916
Tianyi-3,43664,435.875/2406.000/5656.000,435.875/2406.000/5836.000,,9k6 GMSK/5Mbps OFDM,,unknown,XWTX-3100-8924-6311-9373
Tianyi-4,43669,435.925/2409.000/5659.000,435.925*/2409.000/5839.000,,9k6 GMSK/5Mbps OFDM,,active,DWZS-2247-2262-5163-7605
Tianyi-5,43553,436.025/2412.000/5665.000,436.025/2412.000/5842.000,,9k6 GMSK/5Mbps OFDM,,unknown,ZJCQ-6364-2928-4931-9019
Tianyi-6,43158,436.100/2415.000/5667.000,436.100*/2415.000/5845.000,,9k6 GMSK/5Mbps OFDM,,inactive,YAZV-7302-9755-5634-8209
Tiger-5/6,,,,,,,unknown,
TigriSat,40043,,435.000,,9600bps FSK,HNATIG,active,XCTT-8747-8578-2256-0351
Time-We'll-Tell,,,,,,,unknown,
TIRSAT,58989,,2277.300,,,,non-amateur,QDIQ-7875-8804-8301-8906
TIsat-1,36799,145.980,437.305,145.980,FM AFSK PSK CW,HB9DE,inactive,TSLM-4078-5089-9909-4945
TiungSat,26548,145.850/145.925,437.325,,38400bps FSK,MYSAT3-11 12,inactive,
TJ3Sat,39385,,437.320,437.320,CW,,re-entered,XJVV-5632-8590-3325-8137
TJREVERB,55128,145.825,145.825,,1k2AFSK APRS,,inactive,
Toki,42820,,437.375,437.372,1k2AFSK 9k6GMSK CW,JG6YJO,re-entered,
Tomorrow-R2,56959,,400.500,,38k4 GFSK,,unknown,UZDF-3412-1216-9465-1714
Tomsk-TPU-120,42910,,437.025,145.800,9600bps FSK Voice,RS4S,inactive,
TORO,60530,,435.410,,4k8*/9k6 GMSK,XX0UHF,active,BRVJ-5081-2405-0905-4894
TO-31,25396,145.925/145.975,436.925/436.900,,9600bps FSK,TMSAT1-11 12,inactive,
TO-89,41932,,437.525,437.525,1200bps FM CW,JQ1ZTK,re-entered,YZSP-2986-3329-8596-1356
TO-108,44881,435.270-435.290,145.935-145.915,,SSB*,,inactive,VMQF-4924-7475-1891-3199
TO-108,44881,,145.890,,4800bps GMSK,BJ1SO,inactive,VMQF-4924-7475-1891-3199
TO-108,44881,,145.910,145.910,CW,BJ1SV,active,VMQF-4924-7475-1891-3199
Trailblazer-1,39400,,437.425,,9600bps FSK,,re-entered,IDXT-3826-9067-2235-0516
Triton-1,39427,435.xxx,145.818/145.823*,2408.000,1200bps RC-BPSK CW*,TRIV0 TRIV1,active,APZD-5343-3708-9744-3445
TRISAT,46280,145.900,436.500,435.6125,9600bps GMSK CCSDS,,re-entered,CWOU-6477-1088-4545-3931
TRISAT-R,53108,,435.613,,1000bps FSK,,active,FWIK-4601-2533-0527-1613
TRSI-1,44831,,437.075,437.075,FSK CW,,re-entered,
TRSI-2,52420,,437.075,,2400bps BPSK,,re-entered,NRKA-7886-5351-9767-4652
TRSI-3,52418,,437.075,437.075,FSK* CW,,re-entered,MGRL-5395-0799-1779-5259
TSAT,39682,,,,,,unknown,
Tsiolkovsky_Ryazan-1,53312,,437.050/437.025,,1k145 AFSK SSTV AUDIO,RS9S,re-entered,
Tsiolkovsky_Ryazan-2,53313,,437.050/437.0125,,1k145 AFSK SSTV AUDIO,RS12S,re-entered,
TSUBAME,40302,,437.505,437.275,1200bps AFSK CW,JQ1ZHX,re-entered,
Tsuru,47927,145.825,145.825,437.375,4k8*FSK APRS CW,JG6YMX,re-entered,SCFB-5106-8061-3969-1117
TTU100,46312,,435.450*/10465.000,ES1WS,9k6* FSK/GMSK/MSK/OQPSK,,re-entered,LNEM-1719-4116-0676-2477
TTU101,44401,,435.450*/435.500/10460.000,,9600bps GFSK/GMSK,,unknown,GBPA-8583-4139-3443-4065
TUBIN,48900,,435.950,,9600bps GMSK,DP0TBN,inactive,QDKJ-9029-5923-5577-6213
TUMnanoSAT,53464,,436.680,,9600bps GMSK,ER1TUM,re-entered,EUEU-0112-5297-2105-4789
TuPOD,41936,,437.425,437.425,1200bps GMSK CW,TUPOD,re-entered,
TURKSAT-3USAT,39152,145.940-145.990,435.200-435.250,437.225,SSB CW,,inactive,OUUD-8724-9347-4069-3787
TUSUR-GO,61782,,437.730,437.730,9600bps GFSK CW,RS78S,unknown,RUKR-0716-8781-6957-0828
TW-1A,40928,,435.645,,4k8*/9k6 GMSK,,re-entered,YQXC-7549-6593-3361-1643
TW-1B,40927,,437.645,,4k8*/9k6 GMSK,,re-entered,ENOX-9963-2931-2366-2925
TW-1C,40926,,435.645,,4k8*/9k6 GMSK,,re-entered,XHVR-2136-6377-5531-7206
TY-1,41842,,437.500/437.525,2401.600,9600bps GMSK,,re-entered,
TY-2,43155,435.350/2403.000/5653.000,435.350*/2403.000/5833.000,,9k6 GMSK/5Mbps OFDM,,re-entered,RQIQ-3113-9381-2241-7916
TY-3,43664,435.875/2406.000/5656.000,435.875/2406.000/5836.000,,9k6 GMSK/5Mbps OFDM,,unknown,XWTX-3100-8924-6311-9373
TY-4,43669,435.925/2409.000/5659.000,435.925*/2409.000/5839.000,,9k6 GMSK/5Mbps OFDM,,active,DWZS-2247-2262-5163-7605
TY-5,43553,436.025/2412.000/5665.000,436.025/2412.000/5842.000,,9k6 GMSK/5Mbps OFDM,,unknown,ZJCQ-6364-2928-4931-9019
TY-6,43158,436.100/2415.000/5667.000,436.100*/2415.000/5845.000,,9k6 GMSK/5Mbps OFDM,,re-entered,YAZV-7302-9755-5634-8209
UAPSat-1,39571,145.980,437.385,,1200bps AFSK,OA0UAP-1,inactive,
UBAKUSAT,43467,145.940-145.990,435.200-435.250,,SSB,,re-entered,UZLP-5382-5760-6380-2860
UBAKUSAT,43467,,437.325,437.225,9600bps GMSK CW,YM1RAS,re-entered,UZLP-5382-5760-6380-2860
UbatubaSat,41931,,437.200,437.200,1200bps AFSK CW,PY0ETA,inactive,GGHQ-0045-3828-5421-2006
UCLSat,42765,,435.975,,9600bps GMSK,ON03GB,inactive,JLKC-1650-3566-2142-6611
Uguisu,44330,,437.375,437.375,4800bps GMSK CW,JG6YLE,re-entered,OZTE-8267-1332-2799-5699
uHETSat,58466,,401.500,,19k2BPSK 38k4FSK,,inactive,BVAM-1721-9431-5775-2144
UiTMSat-1,43589,145.825,145.825/437.375,437.375,APRS Digipeater CW,JG6YKN,inactive,AWFF-8025-3088-3256-6290
Ukpik-1,57314,437.160,437.160,,9k6 2GFSK,,re-entered,
UKube-1,40074,435.060-435.080,145.960-145.940,,SSB,,inactive,MYVF-9479-6273-3061-0441
UKube-1,40074,,145.805/2401.000,145.840,1200bps BPSK CW,UKUBE1,inactive,MYVF-9479-6273-3061-0441
UM5Sat-Ribat,60554,,401.100,,2400bps GFSK,,inactive,QRWE-3933-7174-7805-6481
UM5Sat-EOsat,60555,,401.275,,2400bps GFSK,,inactive,YDQM-1508-8291-7641-4635
Umbra-01,48906,,2254.000,,FM,,re-entered,VSNT-1425-8162-0510-1089
Umbra-02,50986,,2254.000,,FM,,inactive,TPDX-4064-2548-6167-6896
Umbra-03,52753,,2254.000,,FM,,re-entered,XMJY-8759-6395-2913-8943
Umbra-04,55050,,2254.000,,FM,,re-entered,
Umbra-05,55036,,2254.000,,FM,,unknown,
Umbra-06,56189,,2254.000,,FM,,unknown,
Umbra-07,58297,,2254.000,,FM,,inactive,
